Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Analysis
Reactome_2022,Developmental Biology R-HSA-1266738,12/1073,0.0002399908405865705,0.0119995420293285,0,0,3.811296620438939,31.76681355077665,MYOG;SPRR2F;SPRR3;LCE3D;SPRR2G;SPINK6;KRT2;KRT24;MYF6;CACNA1S;SPRR2B;RPTN,Reactome Pathways
GO_Biological_Process_2023,Negative Regulation Of ATP-dependent Activity (GO:0032780),2/16,0.0013253963875063,0.0130684083808122,0,0,43.112554112554115,285.66566773659633,SLN;LTF,GO Biological Process
GO_Biological_Process_2023,Muscle Tissue Morphogenesis (GO:0060415),2/17,0.0014988231077721,0.0144886233751307,0,0,40.236363636363635,261.66009341787907,ANKRD1;TCAP,GO Biological Process
CellMarker_2024,Neutrophil Bone Marrow Mouse,2/18,0.0016824805132125,0.0146936631487229,0,0,37.71969696969697,240.93403928127228,GSTM1;LTF,CellMarker
GO_Biological_Process_2023,Intermediate Filament Organization (GO:0045109),3/68,0.0016085848542601,0.0152506217913511,0,0,14.106745562130175,90.74023662909386,DES;KRT2;KRT24,GO Biological Process
CellMarker_2024,Axin2-Palpha+ Cell Lung Mouse,2/19,0.0018762991031729,0.0153621989072288,0,0,35.49910873440285,222.8795213878254,ACTC1;DES,CellMarker
GO_Biological_Process_2023,Detection Of Mechanical Stimulus (GO:0050982),2/18,0.0016824805132125,0.0156502432644111,0,0,37.71969696969697,240.93403928127228,CSRP3;TCAP,GO Biological Process
GO_Cellular_Component_2023,Cell-Substrate Junction (GO:0030055),6/395,0.0022295498798593,0.016620280922588,0,0,4.861845924205987,29.68621515996816,ACTC1;CTTN;ACTN2;NRAP;PPFIA1;XIRP2,GO Cellular Component
GO_Cellular_Component_2023,Intermediate Filament Cytoskeleton (GO:0045111),3/81,0.002653771927353,0.0181341081702456,0,0,11.74792899408284,69.68605132829177,DES;KRT2;NEFM,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,LS180 LARGE INTESTINE,4/117,0.000678792668290459,0.0191947482311024,0,0,10.96183628318584,79.96873133270765,PIGR;MYH1;MYH8;MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,CL11 LARGE INTESTINE,4/120,0.0007464027821625444,0.019995737690565,0,0,10.676724137931034,76.87503152296487,SPRR3;SPINK6;TNNC1;ANKRD1,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Innate Immune Response In Mucosa (GO:0002227),2/21,0.0022941435449256,0.0205638685026975,0,0,31.759170653907496,193.0130467915525,BPIFB1;LTF,GO Biological Process
GO_Biological_Process_2023,Focal Adhesion Assembly (GO:0048041),2/21,0.0022941435449256,0.0205638685026975,0,0,31.759170653907496,193.0130467915525,CTTN;ACTN2,GO Biological Process
Cancer_Cell_Line_Encyclopedia,TE9 OESOPHAGUS,4/125,0.0008694669438706805,0.0210742225919131,0,0,10.232954545454543,72.11807992255137,FLG2;SPINK7;PPFIA1;FADD,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,PECAPJ15 UPPER AERODIGESTIVE TRACT,3/55,0.0008690133722139896,0.0210742225919131,0,0,17.644970414201183,124.36443430473982,SPRR3;SPINK7;SPINK6,Cancer Cell Line Encyclopedia
CellMarker_2024,Myoblast Skeletal Muscle Human,2/24,0.0029954011693546,0.0230822090109092,0,0,27.424242424242426,159.35341771425578,MYOG;MYF6,CellMarker
GO_Biological_Process_2023,Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),2/23,0.0027518072427276,0.0233903615631846,0,0,28.73160173160173,169.38708342077788,BPIFB1;LTF,GO Biological Process
GO_Biological_Process_2023,Regulation Of Myotube Differentiation (GO:0010830),2/23,0.0027518072427276,0.0233903615631846,0,0,28.73160173160173,169.38708342077788,MYOG;SMYD1,GO Biological Process
GO_Biological_Process_2023,Heart Development (GO:0007507),4/171,0.0027453974719119,0.0233903615631846,0,0,7.397080838323354,43.6267209607359,CSRP3;MYL2;TCAP;MYH7,GO Biological Process
Cancer_Cell_Line_Encyclopedia,LI7 LIVER,4/131,0.001035258015484,0.0235667180835711,0,0,9.746555118110235,66.98909274830557,XIRP2;FADD;FGF3;FGF4,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,T3M4 PANCREAS,4/132,0.0010649008171358,0.0235667180835711,0,0,9.669921875,66.18939308783337,SPRR3;SPINK7;CACNA1S;RPTN,Cancer Cell Line Encyclopedia
CellMarker_2024,Type II Pneumocyte Lung Mouse,2/25,0.0032487464098998,0.0236436544276047,0,0,26.23056653491436,150.2876657557229,SLC34A2;MYL1,CellMarker
MSigDB_Hallmark_2020,Apical Junction,4/200,0.0047986051189846,0.0239930255949231,0,0,6.293367346938775,33.6029944353692,ACTA1;ACTC1;ACTN2;NRAP,MSigDB Hallmark
MSigDB_Hallmark_2020,KRAS Signaling Dn,4/200,0.0047986051189846,0.0239930255949231,0,0,6.293367346938775,33.6029944353692,SPRR3;ACTC1;CKM;MYH7,MSigDB Hallmark
CellMarker_2024,Cardiomyocyte Heart Human,2/26,0.0035117758263918,0.0242127701714385,0,0,25.136363636363637,142.0615131867415,MYL2;MYH7,CellMarker
KEGG_2021_Human,Calcium signaling pathway,5/240,0.0013451471201442,0.0260061776561217,0,0,6.652144545761567,43.97900319342434,TNNC1;CACNA1S;FGF3;FGF4;TRDN,KEGG Pathways
GO_Cellular_Component_2023,Cytoskeleton (GO:0005856),7/599,0.0041679586721087,0.0262902008548398,0,0,3.7488923349579086,20.545162969148624,ACTA1;DES;CTTN;ACTN2;MYL2;NEFM;KLHL41,GO Cellular Component
CellMarker_2024,Rheaume Et al.Nat Commun.32 Retina Mouse,2/28,0.0040666203013127,0.0266363629735986,0,0,23.2004662004662,127.71724440818856,MYH2;MYH8,CellMarker
GO_Cellular_Component_2023,Intercalated Disc (GO:0014704),2/31,0.0049698589293484,0.0291091737290409,0,0,20.79728317659352,110.31635651344553,DES;NRAP,GO Cellular Component
KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,3/76,0.002213182258085,0.0296102154818125,0,0,12.555742887249735,76.75732261509744,GSTM1;ADH7;UGT1A7,KEGG Pathways
KEGG_2021_Human,Arrhythmogenic right ventricular cardiomyopathy,3/77,0.0022973443046233,0.0296102154818125,0,0,12.385446985446986,75.25399413146187,DES;ACTN2;CACNA1S,KEGG Pathways
KEGG_2021_Human,Melanoma,3/72,0.001895838132275,0.0296102154818125,0,0,13.28628762541806,83.2797030961845,CCND1;FGF3;FGF4,KEGG Pathways
CellMarker_2024,Epithelial Cell Bronchial Vessel Human,2/31,0.0049698589293484,0.0310024533211736,0,0,20.79728317659352,110.31635651344553,MUC5B;LTF,CellMarker
Cancer_Cell_Line_Encyclopedia,KYSE520 OESOPHAGUS,3/66,0.0014758981403422,0.031301339726425,0,0,14.556043956043956,94.8834060906592,LCE3D;ACTC1;RPTN,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,KMBC2 URINARY TRACT,4/148,0.0016240064024725,0.0330647703543414,0,0,8.588541666666666,55.16299295517263,PIGR;SPRR3;UPK1B;BPIFB1,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Cell-Substrate Junction Assembly (GO:0007044),2/28,0.0040666203013127,0.0339804035346982,0,0,23.2004662004662,127.71724440818856,CTTN;ACTN2,GO Biological Process
PanglaoDB_Augmented_2021,Ciliated Cells,3/104,0.0053583527040772,0.034585731089953,0,0,9.062147753236864,47.38686487674727,BPIFA1;BPIFB1;ADH7,PanglaoDB
GO_Biological_Process_2023,Regulation Of Striated Muscle Contraction (GO:0006942),2/29,0.0043583027397844,0.0358107208452289,0,0,22.34006734006734,121.43329141490818,MYL2;MYBPH,GO Biological Process
Reactome_2022,FGFRL1 Modulation Of FGFR1 Signaling R-HSA-5658623,2/13,0.0008672004982370924,0.0361333540932121,0,0,54.878787878787875,386.90864481269017,FGF3;FGF4,Reactome Pathways
GO_Biological_Process_2023,Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),2/30,0.0046594041129255,0.0376571512733164,0,0,21.541125541125545,115.65145339322927,SLN;TRDN,GO Biological Process
GO_Biological_Process_2023,Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),2/32,0.0052896020248526,0.0413932348928944,0,0,20.1030303030303,105.38033146318956,MYH8;MYH7,GO Biological Process
GO_Biological_Process_2023,Muscle Cell Development (GO:0055001),2/32,0.0052896020248526,0.0413932348928944,0,0,20.1030303030303,105.38033146318956,ACTN2;TCAP,GO Biological Process
Reactome_2022,FGFR1 Ligand Binding And Activation R-HSA-190242,2/16,0.0013253963875063,0.0414186371095723,0,0,43.112554112554115,285.66566773659633,FGF3;FGF4,Reactome Pathways
Reactome_2022,Phospholipase C-mediated Cascade: FGFR1 R-HSA-5654219,2/16,0.0013253963875063,0.0414186371095723,0,0,43.112554112554115,285.66566773659633,FGF3;FGF4,Reactome Pathways
Reactome_2022,Activated Point Mutants Of FGFR2 R-HSA-2033519,2/17,0.0014988231077721,0.0416339752158929,0,0,40.236363636363635,261.66009341787907,FGF3;FGF4,Reactome Pathways
Reactome_2022,FGFR2 Ligand Binding And Activation R-HSA-190241,2/20,0.0020802097196089,0.0419672016575893,0,0,33.525252525252526,207.02804146104273,FGF3;FGF4,Reactome Pathways
Reactome_2022,FRS-mediated FGFR1 Signaling R-HSA-5654693,2/22,0.0025180320994553,0.0419672016575893,0,0,30.169696969696968,180.5438416371124,FGF3;FGF4,Reactome Pathways
Reactome_2022,SHC-mediated cascade:FGFR2 R-HSA-5654699,2/22,0.0025180320994553,0.0419672016575893,0,0,30.169696969696968,180.5438416371124,FGF3;FGF4,Reactome Pathways
Reactome_2022,SHC-mediated cascade:FGFR1 R-HSA-5654688,2/20,0.0020802097196089,0.0419672016575893,0,0,33.525252525252526,207.02804146104273,FGF3;FGF4,Reactome Pathways
Reactome_2022,Phospholipase C-mediated Cascade; FGFR2 R-HSA-5654221,2/18,0.0016824805132125,0.0419672016575893,0,0,37.71969696969697,240.93403928127228,FGF3;FGF4,Reactome Pathways
Reactome_2022,PI-3K cascade:FGFR1 R-HSA-5654689,2/21,0.0022941435449256,0.0419672016575893,0,0,31.759170653907496,193.0130467915525,FGF3;FGF4,Reactome Pathways
Reactome_2022,PI-3K cascade:FGFR2 R-HSA-5654695,2/23,0.0027518072427276,0.0429969881676188,0,0,28.73160173160173,169.38708342077788,FGF3;FGF4,Reactome Pathways
Reactome_2022,FRS-mediated FGFR2 Signaling R-HSA-5654700,2/24,0.0029954011693546,0.0440500171963917,0,0,27.424242424242426,159.35341771425578,FGF3;FGF4,Reactome Pathways
GO_Cellular_Component_2023,Brush Border Membrane (GO:0031526),2/40,0.0081742109725009,0.0446856866496717,0,0,15.864433811802233,76.25670171031994,SLC34A2;SHANK2,GO Cellular Component
PanglaoDB_Augmented_2021,Intercalated Cells,3/118,0.0075936925993113,0.0449293478792588,0,0,7.953311036789298,38.81563582183563,PIGR;SLC34A2;BPIFB1,PanglaoDB
GO_Biological_Process_2023,ATP Metabolic Process (GO:0046034),2/34,0.0059566939997746,0.0458851584670141,0,0,18.84469696969697,96.54589870420406,MYH8;MYH7,GO Biological Process
GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),3/109,0.0061033061199502,0.0462912294943915,0,0,8.632510885341073,44.01652269786551,CTTN;ACTN2;PPFIA1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Cell Development (GO:0010720),2/35,0.0063039141585197,0.0470883284871246,0,0,18.272727272727273,92.58031756768877,MYOG;MYF6,GO Biological Process
Reactome_2022,Antimicrobial Peptides R-HSA-6803157,3/89,0.0034646715994478,0.0481204388812198,0,0,10.650805008944545,60.338274087322745,BPIFA1;BPIFB1;LTF,Reactome Pathways
Cancer_Cell_Line_Encyclopedia,NCIH2170 LUNG,3/80,0.0025616672983476,0.0482921724021837,0,0,11.9010989010989,71.01501088382052,BPIFB1;TCAP;MUC5B,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,NCIH1734 LUNG,3/80,0.0025616672983476,0.0482921724021837,0,0,11.9010989010989,71.01501088382052,BPIFA1;BPIFB1;HORMAD1,Cancer Cell Line Encyclopedia
CellMarker_2024,Krt4/13+ Cell Trachea Mouse,3/124,0.0086966292801961,0.0517844743502588,0,0,7.556643356643357,35.85491077419694,UPK1B;ADH7;LTF,CellMarker
GO_Cellular_Component_2023,Focal Adhesion (GO:0005925),5/387,0.0101743325988453,0.0521434545690823,0,0,4.061746862793983,18.634836206098065,ACTC1;CTTN;ACTN2;PPFIA1;XIRP2,GO Cellular Component
Reactome_2022,Myogenesis R-HSA-525793,2/29,0.0043583027397844,0.0544787842473056,0,0,22.34006734006734,121.43329141490818,MYOG;MYF6,Reactome Pathways
Reactome_2022,Downstream Signaling Of Activated FGFR2 R-HSA-5654696,2/29,0.0043583027397844,0.0544787842473056,0,0,22.34006734006734,121.43329141490818,FGF3;FGF4,Reactome Pathways
Reactome_2022,Downstream Signaling Of Activated FGFR1 R-HSA-5654687,2/30,0.0046594041129255,0.0554690965824472,0,0,21.541125541125545,115.65145339322927,FGF3;FGF4,Reactome Pathways
GO_Biological_Process_2023,Retina Homeostasis (GO:0001895),2/39,0.0077824691030821,0.0556051777944852,0,0,16.294021294021295,79.12183861051456,PIGR;LTF,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Intracellular Transport (GO:0032388),2/39,0.0077824691030821,0.0556051777944852,0,0,16.294021294021295,79.12183861051456,ACTN2;MYL1,GO Biological Process
GO_Biological_Process_2023,Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),2/39,0.0077824691030821,0.0556051777944852,0,0,16.294021294021295,79.12183861051456,FGF3;FGF4,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Phosphorylation (GO:0042327),4/231,0.0079292776239378,0.0558447695514477,0,0,5.425385462555066,26.2436384348986,CSRP3;CCND1;FGF3;FGF4,GO Biological Process
PanglaoDB_Augmented_2021,Cholangiocytes,3/134,0.0107341655413983,0.0566581223915529,0,0,6.976277157956547,31.632698040210716,PIGR;SCGB3A1;MUC5B,PanglaoDB
PanglaoDB_Augmented_2021,Ependymal Cells,3/136,0.0111720241335456,0.0566581223915529,0,0,6.870676691729323,30.87917405822662,BPIFA1;BPIFB1;ADH7,PanglaoDB
Cancer_Cell_Line_Encyclopedia,A172 CENTRAL NERVOUS SYSTEM,3/86,0.0031449411298114,0.0571705369669292,0,0,11.037442075996292,63.59730093256308,DES;SPINK6;MYL2,Cancer Cell Line Encyclopedia
GO_Biological_Process_2023,Positive Regulation Of Actin Filament Polymerization (GO:0030838),2/41,0.0085746690191542,0.0587126642561535,0,0,15.456876456876456,73.55839223915375,CTTN;LMOD2,GO Biological Process
GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),3/123,0.0085066405985343,0.0587126642561535,0,0,7.62,36.32384028293845,CSRP3;FGF3;FGF4,GO Biological Process
Reactome_2022,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,2/33,0.0056185685544129,0.0610713973305758,0,0,19.453567937438905,100.80213187276532,FGF3;FGF4,Reactome Pathways
Reactome_2022,FGFR2 Mutant Receptor Activation R-HSA-1839126,2/33,0.0056185685544129,0.0610713973305758,0,0,19.453567937438905,100.80213187276532,FGF3;FGF4,Reactome Pathways
Reactome_2022,Negative Regulation Of FGFR2 Signaling R-HSA-5654727,2/34,0.0059566939997746,0.0620488958309859,0,0,18.84469696969697,96.54589870420406,FGF3;FGF4,Reactome Pathways
GO_Biological_Process_2023,Negative Regulation Of Immune System Process (GO:0002683),2/44,0.0098277218378831,0.0663707789873475,0,0,14.35064935064935,66.33656728780416,BPIFB1;FADD,GO Biological Process
GO_Cellular_Component_2023,Tertiary Granule Lumen (GO:1904724),2/53,0.0140377695733921,0.0677115944128325,0,0,11.81283422459893,50.39359516285688,FLG2;LTF,GO Cellular Component
KEGG_2021_Human,Drug metabolism,3/108,0.005949632253918,0.0690157341454495,0,0,8.715164835164835,44.66021611996363,GSTM1;ADH7;UGT1A7,KEGG Pathways
CellMarker_2024,Lung Epithelial Cell Lung Human,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,SLC34A2,CellMarker
CellMarker_2024,Urothelium Cell Kidney Human,1/5,0.016886331477543,0.0736137731072302,0,0,74.35820895522389,303.4744977483959,UPK1B,CellMarker
CellMarker_2024,Mural Cell Undefined Mouse,1/5,0.016886331477543,0.0736137731072302,0,0,74.35820895522389,303.4744977483959,DES,CellMarker
CellMarker_2024,Lee Et al.Cell.E Lung Mouse,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,ACTC1,CellMarker
CellMarker_2024,Epithelial Cell Lung Human,2/63,0.0194677024405894,0.0736137731072302,0,0,9.871336313959263,38.88317865399663,SPRR3;MUC5B,CellMarker
CellMarker_2024,Epithelial Cell Blood Human,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,SPRR3,CellMarker
CellMarker_2024,Smooth Muscle Cell Skin Human,1/5,0.016886331477543,0.0736137731072302,0,0,74.35820895522389,303.4744977483959,DES,CellMarker
CellMarker_2024,Muscle Cell Muscle Mouse,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,ACTC1,CellMarker
CellMarker_2024,Basal Cell Skin Human,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,KRT2,CellMarker
CellMarker_2024,Neuron Primary Motor Cortex Mouse,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,MYH8,CellMarker
CellMarker_2024,Smooth Muscle Cell Lung Human,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,DES,CellMarker
CellMarker_2024,Enteroendocrine Cell Ileum Human,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,NTS,CellMarker
CellMarker_2024,Pretubular Aggregate Cell Fetal Kidney Human,1/6,0.020229739174506,0.0736137731072302,0,0,59.48358208955224,232.02175076653657,CCND1,CellMarker
CellMarker_2024,Cardiac-muscle-cell Lineage Embryo Mouse,1/5,0.016886331477543,0.0736137731072302,0,0,74.35820895522389,303.4744977483959,MYL2,CellMarker
OMIM_Disease,ichthyosis,1/17,0.056275905553084,0.0750345407374454,0,0,18.578358208955223,53.4590176825742,KRT2,OMIM Disease
CellMarker_2024,Early Neuroblast Brain Mouse,1/7,0.0235619444744116,0.0771653681536983,0,0,49.56716417910448,185.78379790492124,FGF3,CellMarker
CellMarker_2024,Myoblast Muscle Human,1/7,0.0235619444744116,0.0771653681536983,0,0,49.56716417910448,185.78379790492124,MYOG,CellMarker
CellMarker_2024,Granulocyte Bone Marrow Mouse,1/7,0.0235619444744116,0.0771653681536983,0,0,49.56716417910448,185.78379790492124,LTF,CellMarker
CellMarker_2024,Neuron Pluripotent Stem Cell Human,1/7,0.0235619444744116,0.0771653681536983,0,0,49.56716417910448,185.78379790492124,NEFM,CellMarker
GO_Biological_Process_2023,Antibacterial Humoral Response (GO:0019731),2/49,0.0120847413708695,0.0805105067005226,0,0,12.820760799484203,56.61406510399833,BPIFA1;LTF,GO Biological Process
GO_Cellular_Component_2023,Filopodium (GO:0030175),2/60,0.0177588230505749,0.0809013050081745,0,0,10.383490073145246,41.85452784289615,ACTC1;ACTN2,GO Cellular Component
CellMarker_2024,P53-like Cell Bladder Human,1/8,0.0268829840764004,0.0818993235815921,0,0,42.48400852878465,153.63329523076956,DES,CellMarker
CellMarker_2024,Ganglion Cell Retina Human,1/8,0.0268829840764004,0.0818993235815921,0,0,42.48400852878465,153.63329523076956,NEFM,CellMarker
CellMarker_2024,Ganglion Cell Retina Mouse,1/8,0.0268829840764004,0.0818993235815921,0,0,42.48400852878465,153.63329523076956,NEFM,CellMarker
Cancer_Cell_Line_Encyclopedia,CAPAN1 PANCREAS,3/99,0.0046711795590451,0.0819872550191027,0,0,9.53653846153846,51.17634268241488,PIGR;BPIFB1;TNNC1,Cancer Cell Line Encyclopedia
CellMarker_2024,Late Enterocyte Precursor Cell Intestinal Crypt Mouse,1/10,0.0334917127632155,0.0827814032449289,0,0,33.039800995024876,112.21827165973409,GSTM1,CellMarker
CellMarker_2024,Mesangial Cell Kidney Mouse,3/198,0.0299398212066266,0.0827814032449289,0,0,4.671479289940828,16.390192807184754,ANO1;DES;CCND1,CellMarker
CellMarker_2024,Epithelial Cell Esophagus Human,1/9,0.0301928946413059,0.0827814032449289,0,0,37.17164179104478,130.10627217002806,SPRR3,CellMarker
CellMarker_2024,Epithelial Cell Ovarian Cortex Human,1/9,0.0301928946413059,0.0827814032449289,0,0,37.17164179104478,130.10627217002806,PIGR,CellMarker
CellMarker_2024,Myofibroblast Undefined Human,1/9,0.0301928946413059,0.0827814032449289,0,0,37.17164179104478,130.10627217002806,DES,CellMarker
CellMarker_2024,Epicardial Cell Heart Muscle Mouse,1/10,0.0334917127632155,0.0827814032449289,0,0,33.039800995024876,112.21827165973409,UPK1B,CellMarker
CellMarker_2024,Cardiomyocyte Heart Muscle Mouse,1/10,0.0334917127632155,0.0827814032449289,0,0,33.039800995024876,112.21827165973409,MYH7,CellMarker
CellMarker_2024,Embryonic Stem Cell Blood Mouse,1/10,0.0334917127632155,0.0827814032449289,0,0,33.039800995024876,112.21827165973409,FGF4,CellMarker
CellMarker_2024,Stellate Cell Liver Mouse,1/10,0.0334917127632155,0.0827814032449289,0,0,33.039800995024876,112.21827165973409,DES,CellMarker
CellMarker_2024,Enterocyte Intestine Mouse,1/10,0.0334917127632155,0.0827814032449289,0,0,33.039800995024876,112.21827165973409,CCND1,CellMarker
GO_Cellular_Component_2023,Cortical Cytoskeleton (GO:0030863),2/63,0.0194677024405894,0.0840185052699121,0,0,9.871336313959263,38.88317865399663,CTTN;ACTN2,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,KYSE140 OESOPHAGUS,3/102,0.0050766226053206,0.086133363536941,0,0,9.246153846153844,48.84843933940704,PPFIA1;FADD;NTS,Cancer Cell Line Encyclopedia
CellMarker_2024,Rheaume Et al.Nat Commun.29 Retina Mouse,1/11,0.0367794749552908,0.0892242818359832,0,0,29.734328358208955,98.20699568293152,NTS,CellMarker
Reactome_2022,Signaling By FGFR2 In Disease R-HSA-5655253,2/42,0.0089837812478537,0.0898378124785378,0,0,15.06969696969697,71.0134515924959,FGF3;FGF4,Reactome Pathways
GO_Cellular_Component_2023,Death-Inducing Signaling Complex (GO:0031264),1/7,0.0235619444744116,0.092003783185798,0,0,49.56716417910448,185.78379790492124,FADD,GO Cellular Component
GO_Cellular_Component_2023,Intermediate Filament (GO:0005882),2/69,0.0230828770826961,0.092003783185798,0,0,8.984622342831297,33.86002446746899,KRT2;NEFM,GO Cellular Component
Cancer_Cell_Line_Encyclopedia,A253 SALIVARY GLAND,3/109,0.0061033061199502,0.0941388731834743,0,0,8.632510885341073,44.01652269786551,SPRR2G;KRT24;NEFM,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,SNU475 LIVER,3/109,0.0061033061199502,0.0941388731834743,0,0,8.632510885341073,44.01652269786551,ACTC1;MYBPH;ASB5,Cancer Cell Line Encyclopedia
Cancer_Cell_Line_Encyclopedia,MDAMB361 BREAST,3/109,0.0061033061199502,0.0941388731834743,0,0,8.632510885341073,44.01652269786551,MYBPC1;BPIFB1;LTF,Cancer Cell Line Encyclopedia
PanglaoDB_Augmented_2021,Smooth Muscle Cells,3/169,0.0198963880547454,0.0941762367924616,0,0,5.495644114921223,21.527630929438807,ACTC1;DES;ANKRD1,PanglaoDB
Reactome_2022,PI3K Cascade R-HSA-109704,2/44,0.0098277218378831,0.0944973253642606,0,0,14.35064935064935,66.33656728780416,FGF3;FGF4,Reactome Pathways
